;Job_description;Label_true;Label_pred
336;tuotempo softwar as servic crm sanitario pi rapida crescita europa specializzato digitalizzazion operatori sanitari ridisegnando esperienza pazient la tecnologia innovativa scelta preferita maggiori fornitori servizi sanitari spagna italia altri mercati stiamo ora cercando espanderci nuovi membri team rivoluzionar assistenza sanitaria se cercat maggiori informazioni visit sito web http www tuotempo com cerchiamo professionista informatico desidera lavorar azienda agil informal aver possibilit contribuir evoluzion piattaforma servizi sanit puoi far part azienda giovan fort crescita il potenzial crescita professional ruolo molto alto unazienda fondata lavoro remoto quindi puoi lavorar principalment casa piac stare ufficio benvenuto usi pi modern metodologi lavoro agil scrum mvp strumenti collaborazion pi innovativi slack trello gitlab slite etc espandi competenz tecnologi web confrontandoti sfide compless sempr nuov php elk redi aw symfoni mysql galera gearman nginx etc possibilit imparar migliorar lingu stranier lavorando progetti internazionali problem check and bug fix partecipar allevoluzion rifattorizzazion core piattaforma proporr nuov soluzioni basat tecnologi pi recenti progettar implementar supportar sistemi sviluppo ottimizzazion test monitoraggio nuov funzionalit dellapplicazion;Programmer;Programmer
337;il candidato scelto verr inserito reparto ricerca sviluppo softwar rispondendo responsabil reparto team leader riferimento dedich sviluppo soluzioni integrazioni;Software Engineer;Software Engineer
338;aubay italia spa offr soluzioni servizi are consulenza direzional ict per progetti attivi ambito finanziario ricerca javascript develop in sinergia team strutturato opportunit occuparti progettazion front end approfondir tematich legat progettazion interrogazion databas sviluppo integrazion sistema automazion trade financ cycl requis laurea ingegneria informatica informatica matematica disciplin scientifich affiniconoscenza linguaggio programmazion javascriptconoscenza linguaggio programmazion sqlesperienza almeno anno ruolonic to haveconoscenza linguaggio programmazion javaconoscenza oracl dbcompletano profilo buon capacit relazionali analisi organizzar lavoro capacit lavorar team le attivit intendersi remoto presenza milano roma catania costituisc titolo preferenzial richied disponibilit eventuali trasfert futur incontri allineamento aubay gruppo europeo costituito aziend soluzioni servizi focalizz are consulenza direzional inform commun technolog quotata secondo mercato borsa parigi la struttura conta europa sedi oper in italia gruppo present societ aubay italia spa azienda propon soluzioni servizi it costituita professionisti pluriennal esperienza are it consult system integr present italia obiettivo sviluppar network italiano http www aubay it si prega candidarsi tramit portal monster inviar cv indirizzo cvrepositori aubay it indicando attuali condizioni contrattuali retribut ai sensi vigent normativa offerta lavoro s intend estesa entrambi sessi l;Java Developer;Java Developer
339;istituto pantheon design technolog ricerca programmator mobil junior inserir tirocinio formativo presso propri aziend partner previsto termin diploma accademico i livello media video design cfa costituisc part integrant progetto formativo la ricerca intend riferita person ambo sessi l progetto formativo frequenza diploma accademico i livello media video design istituto pantheon design technolog cfa tirocinio formativo durata mesi aziend convenzion istituto pantheon design technolog agevolazioni milan huaxia group partner istituto valorizza talento assegna bors studio copertura parzial iscriv diploma accademico i livello media e video design supera colloquio orientativo valuteremo motivazion portfolio situazion economica;Programmer;Java Developer
340;la risorsa verr inserita azienda fort orientamento person formazion riportando responsabil dovr occupar scrittura codici siti creazion gestion funzion back end front end;Web Developer;Web Developer
341;la risorsa sar inserita interno team occupa sviluppo softwar soluzioni digitali gestion qualit partecip progetti quali implement tecnologi industri internet of thing controllo qualit linea analisi statistica dati sviluppo soluzioni predict analyt si dovr interfacciar esperti dominio client tecnolog definizion;Software Engineer;Software Engineer
342;amari consult is an independ technolog consult firm provid guidanc and solut to busi with more than client across the globe we have been roll out solut major project for over decad thi is made possibl by an intern team of peopl spread across contin and more than countri our solut focu on four differ busi line inform system digit telecom life scienc and engin we re focus on build and nurtur top talent commun where our team member can achiev their full potenti amari is your steppingston to cross river of chang meet challeng and achiev your project with success per supportar crescita ricerca java develop brindisi il obiettivo solo offrir supporto tecnico qualit clienti lavorar insiem implementar uso nuovissim tecnologi pratich modo far crescer processi busi perch amari oltr fornir consulenza clienti possibilit far part team dinamico internazional azienda fornir percorsi crescita personalizzati base aspirazioni professionali di cosa occuperai lavorerai tecnologi quali java spring oracl mysql spring boot ti occuperai review test debug codic altri membri team pianificherai rilasci prodotto team interno;Java Developer;Java Developer
343;mansion il candidato occup gestion reti lan wan oper sistemi window sistemi virtualizzati vmware;System Analyst;System Analyst
344;firmwar engin la risorsa supporto team ricerca sviluppo client leader campo automot occup sviluppo firmwar linguaggio c c microcontrollori architettura arm redazion specifich progetto co sviluppo hardwar analisi redazion procedur collaudo dispositivi relazioni fornitori experi compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www experi it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Software Engineer;Software Engineer
345;per sede monza ricerchiamo programmator rpg reparto it la risorsa dovr occuparsi modifica implementazion programmi nuovi esistenti si richied ottima conoscenza operativit sistema as sql queri linguaggi rpgiv rpgile clp competenza assistenza manutenzion softwar conoscenza sistemi operativi window pacchetto ms offic richiediamo buon capacit organizz problem solv lavoro team esperienza mansion almeno anni inquadramento retribuzion commisurati capacit competenz matur;Programmer;Programmer
346;i candidati supereranno selezion inser ottica stabil interno organico riceveranno formazion inizial personalizzata specifica attivit progettual l inserimento avverr team contesto bank financ tecnologia riferimento dotnet citt final milano viareggio lu torino le attivit potranno svolgersi remoto modalit smart fase inizial interament modalit smart presenza modalit ibrida requis tecnici conoscenz informatich esperienza sviluppo ambient dotnet mesi anno titoli preferenziali interess verso analisi dati programmazion curiosit approfondir materia attitudin problem solv capacit lavoro team candidarsi seguendo procedur indic sito inviar breve presentazion cv completo consenso trattamento dati personali secondo d lg reg ue;Programmer;Programmer
347;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
348;il candidato dovr occuparsi programmazion funzionamento gestion sistemi informatizzati collegati macchin produzion manpow compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www manpow it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Programmer;Programmer
349;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
350;il team technic engin adecco italia spa important azienda client multinazional operant settor ferroviario ricerca softwar engin l azienda client fornitor livello global soluzioni settor ferroviario la risorsa verr inserita headquart italiano sito genova focalizzato sviluppo tecnologi segnalazion la risorsa occup specifico supportar corretta gestion requis tutt fasi ciclo vita softwar secondo aziendali contribuir progettazion implementazion soluzioni complet moduli documentazion strumenti contribuir corretto funzionamento sw vari piattaform gestir fasi codifica debug test contribuir fornir supporto altr unit funzionali ram verif test commiss contribuir applicazion metodologi comuni soluzioni tecnich best practic requis laurea;Software Engineer;Software Engineer
351;risors inserit funzion aziendal servizi ict ricopriranno ruolo sistemista specializzato contain solut occupandosi installazion configurazion hw sw lato client lato server gestion account utenti applicazion patch aggiornamenti analisi file log render costantement disponibili servizi associati sistema favor utenti troubleshoot monitoraggio struttura apparati rete collaborazion amministrator rete ottim possibilit formazion crescita professional carriera intern;System Analyst;System Analyst
352;ricerchiamo analista programmator java almeno anni esperienza libero professionista;Java Developer;Java Developer
353;per potenziamento team sviluppo soluzioni enterpris ricerca java backend develop la risorsa verr inserita interno team opera manutenzion sviluppo evolutivo soluzioni java base microservizi openshift;Java Developer;Java Developer
354;busi changer cercando java develop talento possano aiutar realizzazion sistemi complessi elevata qualit all interno ruolo coinvolto implementazion nuov funzionalit applic progettazion realizzazion workflow relativament seri nuovi sfidanti progetti le responsabilit includeranno implementar nuovi moduli softwar modo autonomo interno team strutturato numeroso contribuir progettazion ideazion nuov architettur prototipi collaborar efficacement team analisi funzional team test fine garantir massima condivision informazioni crear codic qualit facilment manutenibil seguir best practic standard scrittura codic attraverso processo sviluppo softwar migliorando best practic possibil;Java Developer;Java Developer
355;la risorsa affiancata inserita interno team rispondendo responsabil sviluppo hardwar softwar occup seguenti attivit realizzazion verifica modifica applicativi nuovi progetti gestion evoluzion gi avviati collaborazion altri componenti team stesura documentazion progetti assistenza tecnica clienti prodotti realizzati;Web Developer;Web Developer
356;lazienda studi web ricerca risorsa intraprendent poter inserir team dinamico attivit sviluppo softwar la risorsa ricoprir ruolo programmator occup acquisir nuov capacit settori fortement allavanguardia;Programmer;Programmer
357;gruppo gpi partner riferimento italia tecnologi servizi dedicati sanit social pubblica amministrazion nata anni fa trentino gpi costantement cresciuta tempo dimensioni competenz attualment conta oltr dipendenti present numeros filiali territorio nazional estero gpi quotata borsa mercato mta dicembr risultati attestano circa mln euro crescita circa rispetto confermando redditivit stabilit gruppo full stack develop siamo ricerca figur full stack develop inserir interno team sviluppo evoluzion sistemi complessi ambito gestional realizzazion funzionalit innov clienti facendo riferimento proprio team leader seguendo processo ben strutturato figura ricercata dovr seguir progettazion sviluppo test interventi assegnati manutenzion moduli suit requis richiesti conoscenza linguaggio java conoscenza html css javascript conoscenza angular conoscenza rdbm oracl conoscenza framework spring mvc conoscenza hibern conoscenza ws modalit rest soap requis preferenziali conoscenza mongo db conoscenza docker indicazioni siamo interessati coloro quali part categori protett secondo art art legg orario lavoro full time indicazioni retribut ccnl metalmeccanico ral commisurata esperienza ruolo profilo aziendal con tm esperienza web oltr anni unitiva obiettivo guidar impres scelta migliori tecnologi tm attuazion tm innovazion digital proprio busi siamo gruppo affiatato composto innovatori esperti vari tecnologi costant voglia sviluppar crescer attualment ricerca full stack senior develop motivato competent cosa ti occuperai seguenti attivit sviluppo avanzato codic frontend backend progettazion realizzazion nuovi micro servizi sviluppo app collaborazion team design redazion aggiornamento manualistica documentazion tecnica lavoro stretto contatto team sistemisti design sviluppo skill richiest scriver codic pulito testarlo progettar crear rest api ottima conoscenza mysql node js html css scss less ottima conoscenza javascript buona conoscenza react implementazion manutenzion soluzioni serverless padronanza sistemi versionamento tipo git conoscenza server tipo apach nginx ottim capacit analisi problem solv conoscenza metodologia scrum kanban discreta conoscenza lingua ingles parlata scritta cosa offriamo contratto full time team esperto coeso retribuzion commisurata real ruolo grado ricoprir la possibilit misurarsi progetti creativi complessi clienti italiani esteri possibilit crescita formazion partecipazion conferenz tecnich perch miriamo crear ambient ognuno possa raggiunger pieno potenzial lavorar centralissimo open space sito cuor napoli oppur remoto livello anzianit esperienza almeno anni sviluppo web settor internet tipo impiego full time funzioni lavor full stack senior develop contatta utent segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Web Developer;Web Developer
358;societ informatica sede provincia verona leader sviluppo applicazioni web base softwar customizzati incaricati ricerca selezion web develop conoscenza php laravel la persona selezionata avr compito seguir sviluppo web importanti soluzioni softwar realizzando obbiettivi progetto concordati client sar responsabil consegna lavori assegnati tempi previsti identificando possibili criticit ricercando soluzioni pi adatt ovviarl inserito interno team progettazion sviluppo diretto riporto technic leader occup realizzazion web applic compless focalizzandosi programmazion back end confrontandosi colleghi area front end;Web Developer;Software Engineer
359;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion l offerta lavoro intend rivolta altro sesso ottemperanza d lg i candidati invitati legger informativa privaci regolamento ue;Web Developer;Web Developer
360;futur srl ricerca programmator inserir team lavoro futur srl solita softwar hous gruppo eterogeneo esperti spazia progettazion softwar gestionali app webapp sviluppo blockchain un team fortement orientato tm aggiornamento continuo ricerca soluzioni innov lavoriamo piccol realt italian start up grandi compagni internazionali il team sviluppo formato elementi competenz bilanci backend frontend per backend tecnologi linguaggi principalment usat php mysql mongodb node js frontend html css javascript react per lato applicazioni usa ionic sviluppo rapido pi piattaform al candidato ideal richiesta esperienza almeno anni sviluppo softwar app io android programmazion siti web il candidato sar coinvolto molteplici segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Web Developer;Java Developer
361;la risorsa sar inserita interno giovan dinamico team it societ occup realizzazion app proprietari societ occupandosi sviluppo manutenzion evoluzion implementazion nuovi servizi nuov tecnologi sono presenti notevoli opportunit crescita professional formazion continua;Java Developer;Java Developer
362;la risorsa appartenent categori protett l art avr seguenti responsabilit installazion configurazion hardwar softwar manutenzion ordinaria sistemi gestion infrastruttura informatica sistemi operativi reti aziendali supporto assistenza staff it;System Analyst;System Analyst
363;develop java scritp front e back end roma eur la risorsa verr inserita squadra dinamica interno progetti committenz specifich tutt caratteristich rel dettagli tecnici percorso affrontati sede colloquio presso client;Java Developer;Java Developer
364;siamo ricerca sviluppator web full time inserir team;Programmer;Programmer
365;argo logica societ informatica fornisc consulenza termini progettazion analisi sviluppo gestion applicazioni divers are inform technolog sistemi erp modo particolar area sap system integr busi intellig data warehous web applic nell ottica ulterior sviluppo ricerca develop net deve occuparsi sviluppo applicativi busi tecnologia microsoft prevalentement c framework net sviluppo web asp net conoscenza base lato javascript html jqueri jason sviluppo componenti servizi interrogazion realizzazion web servic realizzazion window servic realizzazion wcf sviluppo codic programmazion oggetti classi overload overrid ereditariet databas concetti base definizion databas relazionali implementazion store procedur reportistica report servic crystal report;Web Developer;Web Developer
366;cmc cognicas manag consult italia ricerca programmator junior dedicar predisposizion soluzioni informatich processo propri clienti ambito settor automot financi servic cmc italia fa part gruppo cmc multinazional consulenza present spagna portogallo italia francia germania messico colombia specializzata digit transform;Programmer;Programmer
367;westhous br societ leader opera campo ricerca amp selezion personal gestion progetti autorizzata tempo indeterminato somministrazion lavoro autorizzazion ministerial prot n br br per important client ambito marittimo ricerca br br sviluppator linux embed br br la risorsa inserita team verr coinvolta divers line sviluppo br br requis br br esperienza programmazion linux br br esperienza programmazion c c orientata sistemi embed br esperienza realizzazion applicazioni interfaccia basat html javascript ajax architettura lamp cgi c br esperienza sviluppo debug test sistemi softwar firmwar br br sede lavoro br br roma br br saranno presi considerazion solo cv consenso conservazion trattamento dati personali conformit regolamento ue gdpr i candidati ambo sessi d lg n invitati legger sito br westhous it privaci professionista br informativa privaci artt reg eu si comunica inoltr curricula potranno esser considerati altr posizioni vacanti potrebbero esser gestiti comunicati attraverso uso tool propri azienda client br br;Programmer;Programmer
368;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
369;per potenziamento team r d conta decina professionisti ricerca full stack develop senior compresa due anni d esperienza diretto riporto responsabil sviluppo back end il profilo ricercato sar impegnato attivit vanno analisi requis scrittura codic review fase test ci continui rapporti scambio team r d front end mobil cto project manag altr figur supporto busi per ruolo previsti benefit macbook pro smart work giorni settimana formazion salari packag inquadramento funzion effettivi valori partenza seppur prevediamo pacchetti salariali indicativament compresi;Web Developer;Web Developer
370;attivit mesi supporto progetto conform perimetro server dovranno esser allineati polici poi esser migrati cloud supporto caso alcuni debbano cambiar ip supporto abilitazion waf web applic firewal sempr server;System Analyst;Java Developer
371;la risorsa occup programmazion informatica;Programmer;Programmer
372;la figura professional ricerchiamo deve esser possesso adegu conoscenz ambito gestion hardwar softwar analisi dati in particolar analisi dati intend raccolta dati divers fonti particola big data capacit organizzar strutturarli poi analizzarli ricavarn informazioni utili base finalit come competenz sistemista intend capacit gestir elementi hardwar softwar uso garantendo perfetto funzionamento infrastruttur informatich in particolar richied conoscenz funzionamento architettur informatich softwar quali exploratori data analysi processo kdd ai machin learn assess tecnich ai ml contemporane sviluppar modelli riconosciuti dati estratti sistema mediant codifica iam centralizzato piattaforma htnrwd linguaggio php postgresql databas monitoraggio secur layer funzionamento piattaform batch stream il sistemista inoltr dovr esser grado indicar progettar implementar soluzioni informatich pi adatt soddisfar esigenz compless infrastruttur server sistemi integrati sistemi distribu inquadramento il compenso sar discusso fase colloquio rapportato effett esigenz azienda nonch esperienz competenz matur esperienza richiesta minimo anni settor;Software Engineer;Software Engineer
373;cercasi persona ottima conoscenza typescript fort esperienza vuej realizzazion applicazioni web spa pwa esperienza sviluppo applicazioni multipiattaform web mobil esperienza utilizzo integrazion api resto git si offr contratto tempo indeterminato cnnl commercio sede roma lavoroa progetto partita iva skill principali linguaggio php magento principali sm sviluppo io app develop android app develop full sourc code web app cross platform mobil app flutter react nativ sviluppo piattaform web framework javascript react js angular js due js conoscenza javascript es html css web develop buona conoscenza architettur approcci sviluppo softwar mvc rest spa micro front end pwa;Programmer;Web Developer
374;candidato dovr esser grado supportar livello codic disegno tecnico forti doti analitich abituato gestir pi task progetti contemporaneament sono fondamentali competenz pregress lavoro team strutturati organizzati secondo metodologi agil ottima padronanza lingua ingles competenz richiest necessari python javascript buona conoscenza tecnologi amazon cloud aw docker docker compos kubern esperienza utilizzo git esperienza utilizzo github esperienza implementazion utilizzo rest webservic gradit conoscenza infrastruttura aw lambda ec dynamo db kinesi rd conoscenza aw codepipelin codebuild codedeploy esperienza suit atlassian bitbucket bamboo libreri js quali node react vue esperienz ci cd offriamo contratto tempo indeterminato assicurazion sanitaria integrativa infortunistica premi bonu base senior raggiungimento obiettivi professionali possibilit crescita professional formazion e necessario indicar autorizzazion trattamento dati personali sensi dlg giugno art gdpr regolamento ue filial roma officespecializzazion qibit expert qibit division ict gi group s p a agenzia lavoro aut min prot n sg specializzata selezion formazion inserimento sviluppo professional profili it mercato italiano il punto forza partnership consolidata principali aziend operanti mondo consult system integr servic provid panorama it per important multinazional leader servizi professionali impres gi group attraverso division qibit cerca devsecop consultantil la consult sar dedicato disegno implementazion soluzioni sicurezza applic mediant analisi infrastruttur it ot clienti fine identificar opportun soluzioni sicurezza applicativa attacchi informatici avanzati ridurr esposizion minacc colpiscono applicazioni identificazion best practic materia sicurezza applicazioni prodotto soluzioni digit secur sviluppo requis sicurezza prodotti connessi iot mobil sviluppo implementazion approccio secur by design requis richiesti laurea materi tecnico scientifich esperienza anni preferibilment societ consulenza strategica competenz matur ambito applic secur particolar riferimento secur architectur applic protect code review sdlc conoscenza architettur rete principali protocolli autenticazion sicurezza comunicazion g saml tl ssl http etc particolar ambient mobil g android io ottima conoscenza principali linguaggi programmazion quali titolo esemplificativo esaustivo java c devsecop pipelin esperienza pratica crear implementar pipelin devsecop attraverso cicd autom tool jenkin ibm appscan burpsuit open sourc tool api docker microservizi develop team manag dialogar team sviluppo supportarli risoluzion vulnerabilit identif applic secur assess attraverso uso best practic standard train sviluppo sicuro codic sviluppatori ident access manag conoscenza architettur gestion identit digitali particolar riferimento provis integrazioni sso authent etc cloud conoscenza principali piattaform cloud aw googl azur relativi aspetti sicurezza richiesta ottima conoscenza lingua ingles scritta parlata disponibilit trasfert lavoro nazionali internazionali costituiranno titolo preferenzial possesso pi seguenti certificazioni ambito sicurezza informazioni red hat certifi engin rhce cissp iso lead auditor cism csslpsede lavoro romainquadramento contratto tempo indeterminato diretto clicca link sottostant sito web inviarci candidatura contatta utent fault toler orient ottimizzazion risors network storag comput scalabilit sistemi access and ident manag sicurezza protezion dati cloud nativ network vpc peer firewal softwar defin network integrazion sistemi on premis tecnologi data process orchestrazion contain kubernet elementi preferenziali disegno progettazion soluzioni basat contain platform openshift rancher servizi kubernet gestiti ak ek gke disegno progettazion soluzioni basat sistemi cassandra elasticsearch hadoop senior senior esperienza ict almeno anni richiesta reperibilit si offr contratto tempo determinato durata inizial mesi rinnovabili retribuzion fissa commisurata effett competenz matur sede lavoro roma clicca link sottostant sito web inviarci candidatura contatta utent contatta utent segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Web Developer;Software Engineer
375;ln contesto continua crescita implementazion organico cercando sistemista sar inserito team dedicato assistenza clienti softwar propriet;System Analyst;System Analyst
